booking_code,dataset_year,status,booking_type,checkin_date,checkout_date,checkin_month,nights,adults_number,children_number,infants_number,guests_number,customer_code,customer_country,customer_province,customer_region,customer_lang,channel_code,channel_name,source,medium,room_id,room_name,arrangement_code,arrangement_name,policy_id,policy_name,agency_code,agency_kind,group_code,group_type,total_stay_amount,total_extra_amount,total_taxes_amount,total_amount,adr,creation_datetime,cancellation_datetime,lead_time_days,is_canceled
B-9B66406A6D71,2024,CONFIRMED,IND,2024-06-23,2024-07-07,2024-06,14,2,2,0,4,C-9A015ECE3DD9,IT,,,IT,crm,Diretto (CRM),crmdirect,Conferma da Operatore,2764,Appartamento Area Giardino,FB,Pensione Completa,1,Standard Policy,,,,,3290.0,50.0,0,3340.0,235.0,2024-02-04 13:26:06,,140,0
B-5347B1FE06E0,2024,CONFIRMED,IND,2024-06-15,2024-06-22,2024-06,7,2,0,0,2,C-1E2553E6AA01,IT,BS,LOMBARDIA,IT,crm,Diretto (CRM),crmdirect,Conferma da Operatore,2761,Camera  Standard,FB,Pensione Completa,1,Standard Policy,,,,,1146.0,44.0,0,1190.0,163.71,2024-02-04 18:14:35,,132,0
B-FFB12B49CC1E,2024,CONFIRMED,IND,2024-07-21,2024-07-28,2024-07,7,2,3,0,5,C-E7B49890A152,IT,SV,LIGURIA,IT,crm,Diretto (CRM),crmdirect,Conferma da Operatore,2764,Appartamento Area Giardino,FB,Pensione Completa,1,Standard Policy,,,,,2590.0,60.5,0,2650.5,370.0,2024-02-05 11:06:12,,167,0
B-359E3A3B7BC3,2024,CONFIRMED,IND,2024-07-21,2024-07-28,2024-07,7,2,2,0,4,C-E7B49890A152,IT,SV,LIGURIA,IT,crm,Diretto (CRM),crmdirect,Conferma da Operatore,2764,Appartamento Area Giardino,FB,Pensione Completa,1,Standard Policy,,,,,2490.0,39.5,0,2529.5,355.71,2024-02-05 11:07:35,,167,0
B-6436456A3B3F,2024,CONFIRMED,IND,2024-07-21,2024-07-28,2024-07,7,2,2,0,4,C-E7B49890A152,IT,BT,PUGLIA,IT,crm,Diretto (CRM),crmdirect,Conferma da Operatore,2764,Appartamento Area Giardino,FB,Pensione Completa,1,Standard Policy,,,,,2490.0,16.5,0,2506.5,355.71,2024-02-05 11:09:08,,167,0
B-9E66A227FFD6,2024,CONFIRMED,IND,2024-06-29,2024-07-06,2024-06,7,2,2,0,4,C-B474CF16F95F,IT,PR,EMILIA-ROMAGNA,IT,bd,Booking Engine,DigitalDept_SPECIALE_AGOSTO,Conferma da Operatore,2764,Appartamento Area Giardino,FB,Pensione Completa,1,Standard Policy,,,,,1637.0,53.0,0,1690.0,233.86,2024-02-06 12:22:11,,144,0
B-EC4CBAEAFF8B,2024,CONFIRMED,IND,2024-06-29,2024-07-06,2024-06,7,2,2,0,4,C-B474CF16F95F,IT,PR,EMILIA-ROMAGNA,IT,crm,Diretto (CRM),DigitalDept_SPECIALE_AGOSTO,Conferma da Operatore,2764,Appartamento Area Giardino,FB,Pensione Completa,1,Standard Policy,,,,,1690.0,16.0,0,1706.0,241.43,2024-02-06 12:27:09,,144,0
B-4797291CF16F,2024,CONFIRMED,IND,2024-06-29,2024-07-06,2024-06,7,2,2,0,4,C-B474CF16F95F,IT,PR,EMILIA-ROMAGNA,IT,crm,Diretto (CRM),DigitalDept_SPECIALE_AGOSTO,Conferma da Operatore,2764,Appartamento Area Giardino,FB,Pensione Completa,1,Standard Policy,,,,,1651.0,39.0,0,1690.0,235.86,2024-02-06 12:31:53,,144,0
B-5CB5976805D5,2024,CONFIRMED,IND,2024-06-22,2024-06-29,2024-06,7,2,0,0,2,C-550875285790,IT,BA,PUGLIA,IT,bd,Booking Engine,direct,Conferma da Operatore,2761,Camera  Standard,FB,Pensione Completa,1,Standard Policy,,,,,1058.0,42.0,0,1100.0,151.14,2024-02-06 12:44:03,,137,0
B-158E85D712DA,2024,CONFIRMED,IND,2024-06-22,2024-06-29,2024-06,7,2,0,0,2,C-550875285790,IT,,,IT,crm,Diretto (CRM),direct,Conferma da Operatore,2761,Camera  Standard,HB,Mezza Pensione,1,Standard Policy,,,,,1073.5,76.5,0,1150.0,153.36,2024-02-06 12:51:48,,137,0
B-41186C2AF0AE,2024,CONFIRMED,IND,2024-06-23,2024-06-30,2024-06,7,2,2,0,4,C-BACE261217FE,IT,AP,MARCHE,IT,crm,Diretto (CRM),direct,Conferma da Operatore,2764,Appartamento Area Giardino,FB,Pensione Completa,1,Standard Policy,,,,,1484.0,156.0,0,1640.0,212.0,2024-02-07 12:58:41,,137,0
B-10C304FA0436,2024,CONFIRMED,IND,2024-06-20,2024-06-27,2024-06,7,2,1,1,4,C-534066549FBA,DE,,,IT,bd,Booking Engine,direct,Conferma da Operatore,2762,Camera Superior,FB,Pensione Completa,1,Standard Policy,,,,,1590.0,0,0,1590.0,227.14,2024-02-08 10:39:38,,133,0
B-95B5DE5A24C7,2024,CONFIRMED,IND,2024-06-08,2024-06-15,2024-06,7,2,1,0,3,C-CCD6163408DE,IT,FM,MARCHE,IT,bd,Booking Engine,,Preventivo da Minisito,2761,Camera  Standard,FB,Pensione Completa,1,Standard Policy,,,,,885.5,54.5,0,940.0,126.5,2024-02-08 20:53:37,,121,0
B-A2E8850236DD,2024,CONFIRMED,IND,2024-07-07,2024-07-14,2024-07,7,2,1,1,4,C-5841EE9BA506,IT,NA,CAMPANIA,IT,crm,Diretto (CRM),crmdirect,Conferma da Operatore,2764,Appartamento Area Giardino,FB,Pensione Completa,1,Standard Policy,,,,,1890.0,30.0,0,1920.0,270.0,2024-02-09 10:23:20,,149,0
B-B423B0346862,2024,CONFIRMED,IND,2024-07-28,2024-08-04,2024-07,7,2,2,0,4,C-8873A1DCBCA4,IT,GE,LIGURIA,IT,bd,Booking Engine,direct,Conferma da Operatore,2764,Appartamento Area Giardino,FB,Pensione Completa,1,Standard Policy,,,,,2390.0,90.0,0,2480.0,341.43,2024-02-09 11:39:03,,170,0
B-751028A33FEE,2024,CONFIRMED,IND,2024-06-29,2024-07-06,2024-06,7,2,2,0,4,C-229183CAE16C,IT,AQ,ABRUZZO,IT,bd,Booking Engine,direct,Conferma da Operatore,2763,Camera Deluxe,FB,Pensione Completa,1,Standard Policy,,,,,1531.0,209.0,0,1740.0,218.71,2024-02-09 12:34:53,,141,0
B-FF0D2A98A806,2024,CONFIRMED,IND,2024-06-29,2024-07-06,2024-06,7,1,1,0,2,C-229183CAE16C,IT,AQ,ABRUZZO,IT,bd,Booking Engine,direct,Conferma da Operatore,2761,Camera  Standard,FB,Pensione Completa,1,Standard Policy,,,,,1390.0,38.0,0,1428.0,198.57,2024-02-09 12:47:36,,141,0
B-9E80399DC8F3,2024,CONFIRMED,IND,2024-06-29,2024-07-06,2024-06,7,2,2,0,4,C-229183CAE16C,IT,AQ,ABRUZZO,IT,crm,Diretto (CRM),direct,Conferma da Operatore,2763,Camera Deluxe,FB,Pensione Completa,1,Standard Policy,,,,,1564.5,125.5,0,1690.0,223.5,2024-02-09 13:43:41,,141,0
B-D0C59340B307,2024,CONFIRM_WAITING,IND,2024-08-24,2024-08-31,2024-08,7,2,0,0,2,C-87453443F1A0,IT,,,IT,book.lacasarana.it,Booking Engine - book.lacasarana.it,,Booking Engine,2761,Camera  Standard,HB,Mezza Pensione,1,Standard Policy,,,,,0,0,0,0,0.0,2024-02-09 15:05:27,,197,0
B-921B4B6B6F4D,2024,CANCELED,IND,2024-07-06,2024-07-13,2024-07,7,2,0,0,2,C-72C6408CF076,IT,,,IT,bd,Booking Engine,DigitalDept_SPECIALE_GIUGNO,Conferma da Operatore,2761,Camera  Standard,FB,Pensione Completa,1,Standard Policy,,,,,1490.0,0,0,1490.0,212.86,2024-02-09 19:04:10,2024-06-13 19:10:09,148,1
B-3F4B86422E5D,2024,CONFIRMED,IND,2024-06-29,2024-07-06,2024-06,7,2,0,0,2,C-C5F867C5B7DC,IT,VT,LAZIO,IT,book.lacasarana.it,Booking Engine - book.lacasarana.it,,Booking Engine,2764,Appartamento Area Giardino,HB,Mezza Pensione,1,Standard Policy,,,,,1888.5,1.5,0,1890.0,269.79,2024-02-10 12:55:32,,140,0
B-FE1D9DF68873,2024,CONFIRMED,IND,2024-06-16,2024-06-23,2024-06,7,2,0,0,2,C-08C634C7A23F,IT,PZ,BASILICATA,IT,bd,Booking Engine,direct,Preventivo da Minisito,2761,Camera  Standard,HB,Mezza Pensione,1,Standard Policy,,,,,1079.0,11.0,0,1090.0,154.14,2024-02-10 14:07:41,,127,0
B-13CECAA94D5F,2024,CONFIRMED,IND,2024-07-13,2024-07-27,2024-07,14,3,3,0,6,C-FEBF0B774755,IT,NA,CAMPANIA,IT,bd,Booking Engine,direct,Conferma da Operatore,2764,Appartamento Area Giardino,HB,Mezza Pensione,1,Standard Policy,,,,,4490.0,42.5,0,4532.5,320.71,2024-02-12 18:14:37,,152,0
B-DB71B41833A2,2024,CONFIRMED,IND,2024-08-31,2024-09-10,2024-08,10,2,2,0,4,C-C65051F82B53,IT,MC,MARCHE,IT,crm,Diretto (CRM),crmdirect,Conferma da Operatore,2765,Appartamento Area Piscina,FB,Pensione Completa,1,Standard Policy,,,,,2290.0,143.0,0,2433.0,229.0,2024-02-13 11:52:47,,200,0
B-FE7F1295CC7C,2024,CONFIRMED,IND,2024-06-09,2024-06-11,2024-06,2,2,0,1,3,C-D44A27F56F14,IT,RM,LAZIO,IT,bd,Booking Engine,,Preventivo da Minisito,2761,Camera  Standard,FB,Pensione Completa,1,Standard Policy,,,,,297.0,0,0,297.0,148.5,2024-02-15 07:45:58,,115,0
B-7FE844E8147B,2024,CONFIRMED,IND,2024-06-29,2024-07-06,2024-06,7,2,2,0,4,C-EB002C58E854,IT,BT,PUGLIA,IT,bd,Booking Engine,direct,Preventivo da Minisito,2764,Appartamento Area Giardino,FB,Pensione Completa,1,Standard Policy,,,,,1984.0,96.0,0,2080.0,283.43,2024-02-15 14:07:52,,135,0
B-7043262130A1,2024,CONFIRMED,IND,2024-06-08,2024-06-15,2024-06,7,2,0,0,2,C-87B4156B7FD7,IT,RI,LAZIO,IT,bd,Booking Engine,DigitalDept_SPECIALE_GIUGNO,Preventivo da Minisito,2761,Camera  Standard,FB,Pensione Completa,1,Standard Policy,,,,,890.0,7.0,0,897.0,127.14,2024-02-15 18:36:04,,114,0
B-444AA0609C80,2024,CONFIRMED,IND,2024-06-22,2024-06-29,2024-06,7,2,2,0,4,C-D327BC77E15E,IT,SA,CAMPANIA,IT,crm,Diretto (CRM),direct,Conferma da Operatore,2764,Appartamento Area Giardino,FB,Pensione Completa,1,Standard Policy,,,,,1590.0,37.5,0,1627.5,227.14,2024-02-16 09:12:32,,127,0
B-9B62DF5E1C76,2024,CONFIRMED,IND,2024-07-21,2024-07-28,2024-07,7,3,2,0,5,C-82D454693505,IT,NA,CAMPANIA,IT,crm,Diretto (CRM),crmdirect,Conferma da Operatore,2764,Appartamento Area Giardino,FB,Pensione Completa,1,Standard Policy,,,,,2290.0,0,0,2290.0,327.14,2024-02-16 09:23:21,,156,0
B-DCFA61ACA077,2024,CONFIRMED,GRP,2024-08-03,2024-08-10,2024-08,7,2,0,0,2,C-2C30702042A2,IT,FR,LAZIO,IT,bd,Booking Engine,crmdirect,Conferma da Operatore,2765,Appartamento Area Piscina,FB,Pensione Completa,1,Standard Policy,,,G-A0518BB4,ind,2890.0,724.5,0,3614.5,412.86,2024-02-16 11:55:35,,169,0
B-1CE17D1471D3,2024,CANCELED,IND,2024-07-07,2024-07-14,2024-07,7,3,0,0,3,C-9C48121655A2,IT,,,IT,crm,Diretto (CRM),crmdirect,Conferma da Operatore,2764,Appartamento Area Giardino,FB,Pensione Completa,1,Standard Policy,,,,,1890.0,0,0,1890.0,270.0,2024-02-17 11:50:15,2024-02-19 18:13:11,141,1
B-BA87A6CA0F0B,2024,CONFIRMED,IND,2024-07-07,2024-07-14,2024-07,7,2,0,0,2,C-AB6558073CF8,IT,RM,LAZIO,IT,crm,Diretto (CRM),crmdirect,Conferma da Operatore,2762,Camera Superior,FB,Pensione Completa,1,Standard Policy,,,,,1690.0,0,0,1690.0,241.43,2024-02-17 12:15:18,,141,0
B-848C0BD61A73,2024,CONFIRMED,IND,2024-06-16,2024-06-23,2024-06,7,2,3,0,5,C-EC88B7EEE51D,IT,BS,LOMBARDIA,IT,bd,Booking Engine,,Preventivo da Minisito,2764,Appartamento Area Giardino,FB,Pensione Completa,1,Standard Policy,,,,,1535.0,105.0,0,1640.0,219.29,2024-02-17 13:22:49,,120,0
B-FED1990F49F1,2024,CONFIRMED,IND,2024-08-25,2024-09-01,2024-08,7,2,2,0,4,C-FAA19AE7C0B6,IT,CE,CAMPANIA,IT,crm,Diretto (CRM),crmdirect,Conferma da Operatore,2764,Appartamento Area Giardino,FB,Pensione Completa,1,Standard Policy,,,,,2390.0,84.0,0,2474.0,341.43,2024-02-17 14:09:59,,190,0
B-C58AC36D0872,2024,CONFIRMED,IND,2024-07-07,2024-07-21,2024-07,14,2,2,0,4,C-E76CB54E10AF,IT,LE,PUGLIA,IT,crm,Diretto (CRM),crmdirect,Conferma da Operatore,2764,Appartamento Area Giardino,HB,Mezza Pensione,1,Standard Policy,,,,,3890.0,0,0,3890.0,277.86,2024-02-18 20:16:40,,140,0
B-F6B9F62D8D5B,2024,CANCELED,IND,2024-07-07,2024-07-14,2024-07,7,2,2,0,4,C-BA627203B720,IT,,,IT,bd,Booking Engine,direct,Conferma da Operatore,2763,Camera Deluxe,HB,Mezza Pensione,1,Standard Policy,,,,,1890.0,0,0,1890.0,270.0,2024-02-19 16:47:26,2024-02-22 14:30:52,139,1
B-896BAE1ABAA9,2024,CONFIRMED,IND,2024-06-23,2024-06-30,2024-06,7,2,2,0,4,C-76D3F2B74712,IT,SO,LOMBARDIA,IT,bd,Booking Engine,direct,Conferma da Operatore,2763,Camera Deluxe,HB,Mezza Pensione,1,Standard Policy,,,,,1503.5,186.5,0,1690.0,214.79,2024-02-20 09:23:52,,124,0
B-F878A9927AEC,2024,CONFIRMED,IND,2024-06-29,2024-07-06,2024-06,7,2,2,0,4,C-3C97D4F22B92,IT,NA,CAMPANIA,IT,bd,Booking Engine,DigitalDept_SPECIALE_GIUGNO,Conferma da Operatore,2764,Appartamento Area Giardino,HB,Mezza Pensione,1,Standard Policy,,,,,1652.5,37.5,0,1690.0,236.07,2024-02-22 11:34:18,,128,0
B-B8D1A73C8B9C,2024,CONFIRMED,IND,2024-06-30,2024-07-07,2024-06,7,5,0,0,5,C-67CFD0B667A3,IT,BA,PUGLIA,IT,crm,Diretto (CRM),crmdirect,Conferma da Operatore,2764,Appartamento Area Giardino,HB,Mezza Pensione,1,Standard Policy,,,,,1876.5,83.5,0,1960.0,268.07,2024-02-22 13:33:56,,129,0
B-0A4B776DABD1,2024,CONFIRMED,IND,2024-06-30,2024-07-07,2024-06,7,2,3,0,5,C-CFBE73CA0F2E,IT,BA,PUGLIA,IT,crm,Diretto (CRM),crmdirect,Conferma da Operatore,2764,Appartamento Area Giardino,HB,Mezza Pensione,1,Standard Policy,,,,,1890.0,100.0,0,1990.0,270.0,2024-02-22 13:34:14,,129,0
B-626C05E36CCD,2024,CANCELED,IND,2024-07-13,2024-07-20,2024-07,7,2,2,0,4,C-E46A9FAC6EC6,IT,,,IT,crm,Diretto (CRM),direct,Conferma da Operatore,2764,Appartamento Area Giardino,FB,Pensione Completa,1,Standard Policy,,,,,1990.0,0,0,1990.0,284.29,2024-02-22 19:11:30,2024-02-22 19:21:18,142,1
B-E699FC095BA7,2024,CONFIRMED,IND,2024-07-13,2024-07-20,2024-07,7,2,2,0,4,C-E46A9FAC6EC6,IT,PZ,BASILICATA,IT,crm,Diretto (CRM),direct,Conferma da Operatore,2763,Camera Deluxe,FB,Pensione Completa,1,Standard Policy,,,,,2090.0,85.0,0,2175.0,298.57,2024-02-22 19:20:50,,142,0
B-495F242AEF35,2024,CONFIRMED,IND,2024-06-29,2024-07-07,2024-06,8,2,1,0,3,C-6B6D49C92CC8,IT,FC,EMILIA-ROMAGNA,IT,crm,Diretto (CRM),crmdirect,Conferma da Operatore,2762,Camera Superior,HB,Mezza Pensione,1,Standard Policy,,,,,1457.5,32.5,0,1490.0,182.19,2024-02-23 16:29:12,,127,0
B-C7AAB06DEAFA,2024,CONFIRMED,GRP,2024-08-03,2024-08-17,2024-08,14,2,2,0,4,C-09A361F2420B,IT,CN,PIEMONTE,IT,bd,Booking Engine,direct,Conferma da Operatore,2764,Appartamento Area Giardino,FB,Pensione Completa,1,Standard Policy,,,G-00F1C9BC,ind,6490.0,26.5,0,6516.5,463.57,2024-02-23 20:09:21,,162,0
B-6238700FD9D7,2024,CONFIRMED,IND,2024-07-07,2024-07-14,2024-07,7,3,0,0,3,C-FAEA291E7862,IT,VA,LOMBARDIA,IT,bd,Booking Engine,DigitalDept_Cumbia della Noia,Conferma da Operatore,2764,Appartamento Area Giardino,FB,Pensione Completa,1,Standard Policy,,,,,1981.0,9.0,0,1990.0,283.0,2024-02-24 14:23:10,,134,0
B-DE544BBA46B1,2024,CONFIRMED,IND,2024-06-23,2024-07-07,2024-06,14,2,2,0,4,C-3467942FD1AC,IT,MI,LOMBARDIA,IT,crm,Diretto (CRM),crmdirect,Conferma da Operatore,2764,Appartamento Area Giardino,FB,Pensione Completa,1,Standard Policy,,,,,3290.0,16.0,0,3306.0,235.0,2024-02-24 15:30:13,,120,0
B-41771FFB62B2,2024,CONFIRMED,IND,2024-07-13,2024-07-20,2024-07,7,2,0,1,3,C-E46A9FAC6EC6,IT,,,IT,bd,Booking Engine,DigitalDept_SPECIALE_GIUGNO,Conferma da Operatore,2761,Camera  Standard,FB,Pensione Completa,1,Standard Policy,,,,,1590.0,26.5,0,1616.5,227.14,2024-02-25 12:02:33,,139,0
B-A8E9C037DB4C,2024,CONFIRMED,IND,2024-06-09,2024-06-16,2024-06,7,2,2,0,4,C-F452F6F989D1,IT,AN,MARCHE,IT,crm,Diretto (CRM),crmdirect,Conferma da Operatore,2762,Camera Superior,FB,Pensione Completa,1,Standard Policy,,,,,1090.0,66.0,0,1156.0,155.71,2024-02-25 16:20:13,,105,0
B-DC0A8A350895,2024,CONFIRMED,IND,2024-07-07,2024-07-14,2024-07,7,2,1,1,4,C-856B4E3E4161,IT,SA,CAMPANIA,IT,bd,Booking Engine,direct,Conferma da Operatore,2765,Appartamento Area Piscina,FB,Pensione Completa,1,Standard Policy,,,,,2090.0,139.5,0,2229.5,298.57,2024-02-26 11:18:48,,132,0
B-E923771A3D3B,2024,CONFIRMED,IND,2024-07-20,2024-07-27,2024-07,7,2,2,0,4,C-7E5604C2AF18,IT,SA,CAMPANIA,IT,crm,Diretto (CRM),DigitalDept_SPECIALE_AGOSTO,Conferma da Operatore,2763,Camera Deluxe,HB,Mezza Pensione,1,Standard Policy,,,,,2290.0,22.5,0,2312.5,327.14,2024-02-26 13:11:38,,145,0
B-188D5EDEDEAC,2024,CONFIRMED,GRP,2024-08-11,2024-08-18,2024-08,7,2,1,0,3,C-7E5604C2AF18,IT,RM,LAZIO,IT,crm,Diretto (CRM),DigitalDept_SPECIALE_AGOSTO,Conferma da Operatore,2761,Camera  Standard,HB,Mezza Pensione,1,Standard Policy,,,G-16D5EEA1,ind,3590.0,794.0,0,4384.0,512.86,2024-02-26 15:53:49,,167,0
B-79AA585AC21A,2024,CONFIRMED,IND,2024-07-14,2024-07-21,2024-07,7,3,1,0,4,C-F8C9E5640C6B,IT,BS,LOMBARDIA,IT,crm,Diretto (CRM),crmdirect,Conferma da Operatore,2764,Appartamento Area Giardino,HB,Mezza Pensione,1,Standard Policy,,,,,1983.5,106.5,0,2090.0,283.36,2024-02-26 17:00:21,,139,0
B-F75A82CFF10D,2024,CONFIRMED,IND,2024-09-08,2024-09-15,2024-09,7,2,0,0,2,C-D8AB2241DB29,IT,RM,LAZIO,IT,crm,Diretto (CRM),crmdirect,Conferma da Operatore,2761,Camera  Standard,HB,Mezza Pensione,1,Standard Policy,,,,,990.0,45.0,0,1035.0,141.43,2024-02-26 20:49:14,,195,0
B-184E49DAAC56,2024,CONFIRMED,IND,2024-09-08,2024-09-15,2024-09,7,2,0,0,2,C-D8AB2241DB29,IT,RM,LAZIO,IT,crm,Diretto (CRM),crmdirect,Conferma da Operatore,2761,Camera  Standard,HB,Mezza Pensione,1,Standard Policy,,,,,990.0,0,0,990.0,141.43,2024-02-26 20:51:01,,195,0
B-3F2815E5FA6E,2024,CONFIRMED,IND,2024-09-08,2024-09-15,2024-09,7,2,0,0,2,C-0C396ABA42E8,IT,RM,LAZIO,IT,bd,Booking Engine,,Preventivo da Minisito,2761,Camera  Standard,HB,Mezza Pensione,1,Standard Policy,,,,,990.0,0,0,990.0,141.43,2024-02-27 16:30:47,,194,0
B-239C3638AE05,2024,CONFIRM_WAITING,IND,2024-08-11,2024-08-18,2024-08,7,2,1,0,3,C-C999FEDFD738,IT,,,IT,bd,Booking Engine,direct,Conferma da Operatore,2765,Appartamento Area Piscina,HB,Mezza Pensione,1,Standard Policy,,,,,0,0,0,0,0.0,2024-02-27 22:55:32,,166,0
B-F5D380DD5C89,2024,CONFIRMED,IND,2024-07-07,2024-07-14,2024-07,7,2,3,0,5,C-E9E11AC0B2A0,IT,LT,LAZIO,IT,crm,Diretto (CRM),crmdirect,Conferma da Operatore,2764,Appartamento Area Giardino,FB,Pensione Completa,1,Standard Policy,,,,,2090.0,19.5,0,2109.5,298.57,2024-02-28 10:28:45,,130,0
B-37F8A2B767C2,2024,CONFIRMED,IND,2024-09-01,2024-09-11,2024-09,10,2,1,1,4,C-A98EAE623F77,IT,FG,PUGLIA,IT,bd,Booking Engine,direct,Conferma da Operatore,2762,Camera Superior,FB,Pensione Completa,1,Standard Policy,,,,,1742.0,48.0,0,1790.0,174.2,2024-02-28 14:02:19,,186,0
B-B29DD70D39F4,2024,CONFIRMED,IND,2024-09-08,2024-09-15,2024-09,7,2,0,0,2,C-0C396ABA42E8,IT,LT,LAZIO,IT,bd,Booking Engine,,Preventivo da Minisito,2761,Camera  Standard,HB,Mezza Pensione,1,Standard Policy,,,,,990.0,0,0,990.0,141.43,2024-02-28 18:52:18,,193,0
B-EF823E3CF269,2024,CONFIRMED,IND,2024-06-15,2024-06-22,2024-06,7,2,1,0,3,C-56AE617858B6,IT,PU,MARCHE,IT,bd,Booking Engine,DigitalDept_SPECIALE_GIUGNO,Conferma da Operatore,2765,Appartamento Area Piscina,FB,Pensione Completa,1,Standard Policy,,,,,1490.0,12.5,0,1502.5,212.86,2024-02-28 19:08:28,,108,0
B-50A7B305698E,2024,CANCELED,IND,2024-07-13,2024-07-20,2024-07,7,2,0,0,2,C-E46A9FAC6EC6,IT,,,IT,crm,Diretto (CRM),direct,Conferma da Operatore,2761,Camera  Standard,FB,Pensione Completa,1,Standard Policy,,,,,1590.0,0,0,1590.0,227.14,2024-02-29 11:31:49,2024-06-13 19:42:32,135,1
B-642198AB9A5F,2024,CONFIRMED,IND,2024-07-13,2024-07-20,2024-07,7,3,1,0,4,C-E46A9FAC6EC6,IT,PZ,BASILICATA,IT,bd,Booking Engine,direct,Conferma da Operatore,2765,Appartamento Area Piscina,FB,Pensione Completa,1,Standard Policy,,,,,2190.0,15.0,0,2205.0,312.86,2024-02-29 11:33:27,,135,0
B-9A764E7320B2,2024,CONFIRMED,IND,2024-06-30,2024-07-07,2024-06,7,2,2,0,4,C-9F80993AB357,IT,CN,PIEMONTE,IT,bd,Booking Engine,DigitalDept_Cumbia della Noia,Conferma da Operatore,2764,Appartamento Area Giardino,HB,Mezza Pensione,1,Standard Policy,,,,,1690.0,46.5,0,1736.5,241.43,2024-02-29 11:51:42,,122,0
B-ACC5BCE6D709,2024,CONFIRMED,IND,2024-06-29,2024-07-06,2024-06,7,1,2,0,3,C-82889864CEDE,IT,NA,CAMPANIA,IT,bd,Booking Engine,direct,Conferma da Operatore,2764,Appartamento Area Giardino,HB,Mezza Pensione,1,Standard Policy,,,,,1590.0,4.5,0,1594.5,227.14,2024-02-29 15:08:04,,121,0
B-67CE9449ECBE,2024,CONFIRMED,IND,2024-06-22,2024-06-29,2024-06,7,2,0,0,2,C-75AB90AC5D51,IT,BA,PUGLIA,IT,crm,Diretto (CRM),direct,Conferma da Operatore,2761,Camera  Standard,FB,Pensione Completa,1,Standard Policy,,,,,1135.0,55.0,0,1190.0,162.14,2024-03-01 10:45:28,,113,0
B-CCF2B39D8279,2024,CONFIRMED,IND,2024-06-22,2024-06-29,2024-06,7,2,0,0,2,C-75AB90AC5D51,IT,BA,PUGLIA,IT,crm,Diretto (CRM),direct,Conferma da Operatore,2761,Camera  Standard,FB,Pensione Completa,1,Standard Policy,,,,,1140.0,70.0,0,1210.0,162.86,2024-03-01 11:31:25,,113,0
B-417267BECE70,2024,CONFIRMED,IND,2024-06-22,2024-06-29,2024-06,7,2,0,0,2,C-75AB90AC5D51,IT,BA,PUGLIA,IT,crm,Diretto (CRM),direct,Conferma da Operatore,2761,Camera  Standard,FB,Pensione Completa,1,Standard Policy,,,,,1134.0,56.0,0,1190.0,162.0,2024-03-01 11:33:20,,113,0
B-92DDD7DF36C2,2024,CONFIRMED,IND,2024-07-07,2024-07-14,2024-07,7,2,0,0,2,C-50C0310C51A9,IT,VR,VENETO,IT,bd,Booking Engine,direct,Preventivo da Minisito,2761,Camera  Standard,HB,Mezza Pensione,1,Standard Policy,,,,,1477.0,13.0,0,1490.0,211.0,2024-03-01 19:42:36,,128,0
B-201CF0E92716,2024,CONFIRMED,IND,2024-07-21,2024-08-04,2024-07,14,4,0,0,4,C-D0E3E2D1DE59,IT,BA,PUGLIA,IT,crm,Diretto (CRM),crmdirect,Conferma da Operatore,2764,Appartamento Area Giardino,FB,Pensione Completa,1,Standard Policy,,,,,4545.5,144.5,0,4690.0,324.68,2024-03-02 19:25:15,,141,0
B-BF068EE24F5F,2024,CANCELED,IND,2024-06-29,2024-07-06,2024-06,7,2,2,0,4,C-BA627203B720,IT,,,IT,crm,Diretto (CRM),direct,Conferma da Operatore,2763,Camera Deluxe,FB,Pensione Completa,1,Standard Policy,,,,,1790.0,0,0,1790.0,255.71,2024-03-03 13:35:57,2024-03-04 14:34:38,118,1
B-A7B2FE3B26A4,2024,CONFIRMED,IND,2024-06-29,2024-07-06,2024-06,7,2,2,0,4,C-07C9786F3227,IT,PZ,BASILICATA,IT,bd,Booking Engine,direct,Conferma da Operatore,2765,Appartamento Area Piscina,HB,Mezza Pensione,1,Standard Policy,,,,,1590.0,340.5,0,1930.5,227.14,2024-03-03 15:56:09,,118,0
B-DE90090AE1A2,2024,CONFIRMED,IND,2024-07-06,2024-07-13,2024-07,7,2,1,0,3,C-722691A91494,IT,CE,CAMPANIA,IT,bd,Booking Engine,,Preventivo da Minisito,2762,Camera Superior,FB,Pensione Completa,1,Standard Policy,,,,,1690.0,0,0,1690.0,241.43,2024-03-04 16:25:27,,124,0
B-69F964585FFE,2024,CONFIRMED,IND,2024-07-06,2024-07-13,2024-07,7,2,1,0,3,C-518D28E36C13,IT,CE,CAMPANIA,IT,bd,Booking Engine,direct,Preventivo da Minisito,2762,Camera Superior,FB,Pensione Completa,1,Standard Policy,,,,,1640.0,50.0,0,1690.0,234.29,2024-03-04 16:45:34,,124,0
B-CD88B3FAE73B,2024,CONFIRMED,IND,2024-07-13,2024-07-20,2024-07,7,4,0,0,4,C-3DAAF1A442DC,IT,RM,LAZIO,IT,crm,Diretto (CRM),crmdirect,Conferma da Operatore,2765,Appartamento Area Piscina,HB,Mezza Pensione,1,Standard Policy,,,,,2290.0,17.5,0,2307.5,327.14,2024-03-05 09:33:27,,130,0
