booking_code,customer_code,guest_seq,guest_code,age_at_checkin,sex
B-13CECAA94D5F,C-FEBF0B774755,4,GU-D1C9A1618F53,12,M
B-13CECAA94D5F,C-FEBF0B774755,5,GU-199AF639BAC2,9,F
B-13CECAA94D5F,C-FEBF0B774755,6,GU-081F6649AFCF,3,F
B-DB71B41833A2,C-C65051F82B53,1,GU-0C8ACF534ECE,50,M
B-DB71B41833A2,C-C65051F82B53,2,GU-4CC2358E6732,49,F
B-DB71B41833A2,C-C65051F82B53,3,GU-25547782993D,8,M
B-DB71B41833A2,C-C65051F82B53,4,GU-56C9B6899A5F,8,M
B-FE7F1295CC7C,C-D44A27F56F14,1,GU-55FDF974B476,43,M
B-FE7F1295CC7C,C-D44A27F56F14,2,GU-FB1BC3DDDC22,34,F
B-FE7F1295CC7C,C-D44A27F56F14,3,GU-B20F24862BF2,0,M
B-7FE844E8147B,C-EB002C58E854,1,GU-DCFD94351AC6,49,M
B-7FE844E8147B,C-EB002C58E854,2,GU-FDCC5C69038E,42,F
B-7FE844E8147B,C-EB002C58E854,3,GU-57219A1E1CFF,11,M
B-7FE844E8147B,C-EB002C58E854,4,GU-87ABE68AB990,9,M
B-7043262130A1,C-87B4156B7FD7,1,GU-6D2980D06795,75,M
B-7043262130A1,C-87B4156B7FD7,2,GU-DDE83678EB9D,71,F
B-444AA0609C80,C-D327BC77E15E,1,GU-CF892B68AD35,61,M
B-444AA0609C80,C-D327BC77E15E,2,GU-278713D1663D,53,F
B-444AA0609C80,C-D327BC77E15E,3,GU-64FEE25C9CB4,14,M
B-444AA0609C80,C-D327BC77E15E,4,GU-CE576D91ECA0,14,M
B-9B62DF5E1C76,C-82D454693505,1,GU-98D1A6C03FA0,51,M
B-9B62DF5E1C76,C-82D454693505,2,GU-A5B8010EA55D,49,F
B-9B62DF5E1C76,C-82D454693505,3,GU-350EA3ADD9B3,21,M
B-9B62DF5E1C76,C-82D454693505,4,GU-CA5B3489BB8C,16,F
B-9B62DF5E1C76,C-82D454693505,5,GU-ED34CB373E40,9,M
B-DCFA61ACA077,C-2C30702042A2,1,GU-14640E10E800,57,F
B-DCFA61ACA077,C-2C30702042A2,2,GU-12DC7F82E60A,56,M
B-1CE17D1471D3,C-9C48121655A2,1,GU-7E1A8E313991,,
B-1CE17D1471D3,C-9C48121655A2,2,GU-9270138D05AC,,
B-1CE17D1471D3,C-9C48121655A2,3,GU-5582DA68C5AD,,
B-BA87A6CA0F0B,C-AB6558073CF8,1,GU-807EF94D3920,58,M
B-BA87A6CA0F0B,C-AB6558073CF8,2,GU-B56D71B882E7,59,F
B-848C0BD61A73,C-EC88B7EEE51D,1,GU-74B8B032D363,43,M
B-848C0BD61A73,C-EC88B7EEE51D,2,GU-47E222B433C4,37,F
B-848C0BD61A73,C-EC88B7EEE51D,3,GU-4DD97A3EEF7A,15,M
B-848C0BD61A73,C-EC88B7EEE51D,4,GU-717A1DEAA978,17,F
B-848C0BD61A73,C-EC88B7EEE51D,5,GU-3C9B6E4B9BCA,3,M
B-FED1990F49F1,C-FAA19AE7C0B6,1,GU-BB20E63073D0,47,F
B-FED1990F49F1,C-FAA19AE7C0B6,2,GU-8EFA0C2F2A3A,49,M
B-FED1990F49F1,C-FAA19AE7C0B6,3,GU-88CC2C6B7ACB,14,F
B-FED1990F49F1,C-FAA19AE7C0B6,4,GU-0746800ED4B3,11,F
B-C58AC36D0872,C-E76CB54E10AF,1,GU-386F726938D3,59,M
B-C58AC36D0872,C-E76CB54E10AF,2,GU-2361F169A929,59,F
B-C58AC36D0872,C-E76CB54E10AF,3,GU-A6223DD7C308,15,F
B-C58AC36D0872,C-E76CB54E10AF,4,GU-98F7B858E932,12,F
B-F6B9F62D8D5B,C-BA627203B720,1,GU-DFC634E84637,,
B-F6B9F62D8D5B,C-BA627203B720,2,GU-08290B288FEE,,
B-F6B9F62D8D5B,C-BA627203B720,3,GU-17346356CBF6,,
B-F6B9F62D8D5B,C-BA627203B720,4,GU-58EA1CF50B19,,
B-896BAE1ABAA9,C-76D3F2B74712,1,GU-1E6605A29198,36,F
B-896BAE1ABAA9,C-76D3F2B74712,2,GU-E2BA4F6B954E,10,M
B-896BAE1ABAA9,C-76D3F2B74712,3,GU-1B41C0A1230E,42,M
B-896BAE1ABAA9,C-76D3F2B74712,4,GU-DF77A931DC40,9,M
B-F878A9927AEC,C-3C97D4F22B92,1,GU-7D681833DF0D,46,F
B-F878A9927AEC,C-3C97D4F22B92,2,GU-0A68CB8804EF,49,M
B-F878A9927AEC,C-3C97D4F22B92,3,GU-09502924C7C1,12,F
B-F878A9927AEC,C-3C97D4F22B92,4,GU-6302BB0FE57A,9,M
B-B8D1A73C8B9C,C-67CFD0B667A3,1,GU-2B0E5E2728D3,76,M
B-B8D1A73C8B9C,C-67CFD0B667A3,2,GU-9EF62AF5AC48,71,F
B-B8D1A73C8B9C,C-67CFD0B667A3,3,GU-107C128FC860,76,M
B-B8D1A73C8B9C,C-67CFD0B667A3,4,GU-3CD30296F202,73,F
B-B8D1A73C8B9C,C-67CFD0B667A3,5,GU-650EA8D68F55,15,F
B-0A4B776DABD1,C-CFBE73CA0F2E,1,GU-2E30FF5E76EF,54,M
B-0A4B776DABD1,C-CFBE73CA0F2E,2,GU-FFFE34D4F609,47,F
B-0A4B776DABD1,C-CFBE73CA0F2E,3,GU-361F44FC3FCF,16,M
B-0A4B776DABD1,C-CFBE73CA0F2E,4,GU-DE7F8AA319D1,13,M
B-0A4B776DABD1,C-CFBE73CA0F2E,5,GU-CD56D52E6355,15,M
B-626C05E36CCD,C-E46A9FAC6EC6,1,GU-42BD6267CC50,,
B-626C05E36CCD,C-E46A9FAC6EC6,2,GU-F590CB74479D,,
B-626C05E36CCD,C-E46A9FAC6EC6,3,GU-2F7EA3285BA0,,
B-626C05E36CCD,C-E46A9FAC6EC6,4,GU-B43D78D4F264,,
B-E699FC095BA7,C-E46A9FAC6EC6,1,GU-133E1DC484BA,42,F
B-E699FC095BA7,C-E46A9FAC6EC6,2,GU-84600B403134,44,M
B-E699FC095BA7,C-E46A9FAC6EC6,3,GU-A396D4129B25,9,M
B-E699FC095BA7,C-E46A9FAC6EC6,4,GU-E454E86B15BE,6,F
B-495F242AEF35,C-6B6D49C92CC8,1,GU-6240A3EE6D73,44,F
B-495F242AEF35,C-6B6D49C92CC8,2,GU-0756903817D6,9,F
B-495F242AEF35,C-6B6D49C92CC8,3,GU-23F426D5BCE6,42,M
B-C7AAB06DEAFA,C-09A361F2420B,1,GU-BF036E0C8CA8,43,M
B-C7AAB06DEAFA,C-09A361F2420B,2,GU-5A422E48EE8D,42,F
B-C7AAB06DEAFA,C-09A361F2420B,3,GU-EA8AD426AA28,8,M
B-C7AAB06DEAFA,C-09A361F2420B,4,GU-8016DB110E44,14,F
B-6238700FD9D7,C-FAEA291E7862,1,GU-44292A7432F8,55,F
B-6238700FD9D7,C-FAEA291E7862,2,GU-EB5A50C47A09,54,M
B-6238700FD9D7,C-FAEA291E7862,3,GU-C3D27422857F,18,F
B-DE544BBA46B1,C-3467942FD1AC,1,GU-05AA0E337899,50,M
B-DE544BBA46B1,C-3467942FD1AC,2,GU-30017EAD112B,48,F
B-DE544BBA46B1,C-3467942FD1AC,3,GU-9D6915E70930,16,M
B-DE544BBA46B1,C-3467942FD1AC,4,GU-953EFA989C2D,12,F
B-41771FFB62B2,C-E46A9FAC6EC6,1,GU-01AC4F570796,,
B-41771FFB62B2,C-E46A9FAC6EC6,2,GU-40F36469F128,,
B-41771FFB62B2,C-E46A9FAC6EC6,3,GU-48F9319B585A,,
B-A8E9C037DB4C,C-F452F6F989D1,1,GU-F23DD629531F,40,F
B-A8E9C037DB4C,C-F452F6F989D1,2,GU-B2DBBE7F2EC7,56,M
B-A8E9C037DB4C,C-F452F6F989D1,3,GU-6A654800B20D,2,F
B-A8E9C037DB4C,C-F452F6F989D1,4,GU-BA54C2FA9E63,3,F
B-DC0A8A350895,C-856B4E3E4161,1,GU-992232354A98,31,F
B-DC0A8A350895,C-856B4E3E4161,2,GU-5D951CBF9E85,3,F
B-DC0A8A350895,C-856B4E3E4161,3,GU-B54EDC1ED162,1,M
B-DC0A8A350895,C-856B4E3E4161,4,GU-89790990E634,32,M
B-E923771A3D3B,C-7E5604C2AF18,1,GU-FE583426BA65,40,M
B-E923771A3D3B,C-7E5604C2AF18,2,GU-4AB1675073FF,13,M
B-E923771A3D3B,C-7E5604C2AF18,3,GU-7F22409FCB93,10,M
B-E923771A3D3B,C-7E5604C2AF18,4,GU-ECA828AB0D1F,44,F
B-188D5EDEDEAC,C-7E5604C2AF18,1,GU-E66EF7553B8F,52,M
B-188D5EDEDEAC,C-7E5604C2AF18,2,GU-87F35D640AD3,44,F
B-188D5EDEDEAC,C-7E5604C2AF18,3,GU-778AB5107F8A,4,M
B-79AA585AC21A,C-F8C9E5640C6B,1,GU-5C23320191A2,54,M
B-79AA585AC21A,C-F8C9E5640C6B,2,GU-4240D55EC4D6,54,F
B-79AA585AC21A,C-F8C9E5640C6B,3,GU-277903A90A01,18,F
B-79AA585AC21A,C-F8C9E5640C6B,4,GU-E5E8E28DC64D,13,F
B-F75A82CFF10D,C-D8AB2241DB29,1,GU-A18631FB419C,61,F
B-F75A82CFF10D,C-D8AB2241DB29,2,GU-6C42DC4D7E27,63,M
B-184E49DAAC56,C-D8AB2241DB29,1,GU-995391081627,61,F
B-184E49DAAC56,C-D8AB2241DB29,2,GU-EDFF365A008E,65,M
B-3F2815E5FA6E,C-0C396ABA42E8,1,GU-98ADE8056782,68,F
B-3F2815E5FA6E,C-0C396ABA42E8,2,GU-173CAD12445A,74,M
B-239C3638AE05,C-C999FEDFD738,1,GU-60B9DD0EE7B7,,
B-239C3638AE05,C-C999FEDFD738,2,GU-6EFE2B890E46,,
B-239C3638AE05,C-C999FEDFD738,3,GU-B2E05965C074,,
B-F5D380DD5C89,C-E9E11AC0B2A0,1,GU-C503FC6C45C3,47,F
B-F5D380DD5C89,C-E9E11AC0B2A0,2,GU-916D91632AF7,48,M
B-F5D380DD5C89,C-E9E11AC0B2A0,3,GU-06F0B26D6DCC,11,M
B-F5D380DD5C89,C-E9E11AC0B2A0,4,GU-9791DCA35CC5,13,F
B-F5D380DD5C89,C-E9E11AC0B2A0,5,GU-8E3E78828319,15,F
B-37F8A2B767C2,C-A98EAE623F77,1,GU-F6A07C3FE196,42,M
B-37F8A2B767C2,C-A98EAE623F77,2,GU-82E07FD14CCF,34,F
B-37F8A2B767C2,C-A98EAE623F77,3,GU-EC77425FC9F1,3,M
B-37F8A2B767C2,C-A98EAE623F77,4,GU-A5304E88DC85,0,M
B-B29DD70D39F4,C-0C396ABA42E8,1,GU-4543C08E582A,69,F
B-B29DD70D39F4,C-0C396ABA42E8,2,GU-E7234E244F29,68,M
B-EF823E3CF269,C-56AE617858B6,1,GU-5A7B96DB2853,57,M
B-EF823E3CF269,C-56AE617858B6,2,GU-540EE4C94D82,47,F
B-EF823E3CF269,C-56AE617858B6,3,GU-D45B92C1A706,15,M
B-50A7B305698E,C-E46A9FAC6EC6,1,GU-57D343B58DE1,,
B-50A7B305698E,C-E46A9FAC6EC6,2,GU-D57EEA40F47D,,
B-642198AB9A5F,C-E46A9FAC6EC6,1,GU-B385F1B8BD31,69,M
B-642198AB9A5F,C-E46A9FAC6EC6,2,GU-D1282299C179,68,F
B-642198AB9A5F,C-E46A9FAC6EC6,3,GU-E61AD5099DB3,18,M
B-642198AB9A5F,C-E46A9FAC6EC6,4,GU-929455678EE2,15,M
B-9A764E7320B2,C-9F80993AB357,1,GU-5466E6C75E17,52,M
B-9A764E7320B2,C-9F80993AB357,2,GU-E25C509A4241,47,F
B-9A764E7320B2,C-9F80993AB357,3,GU-F03C1E6DF0CA,17,M
B-9A764E7320B2,C-9F80993AB357,4,GU-C6581DE83B02,15,M
B-ACC5BCE6D709,C-82889864CEDE,1,GU-01EC6A70889B,51,M
B-ACC5BCE6D709,C-82889864CEDE,2,GU-286F150F5A6D,12,M
B-ACC5BCE6D709,C-82889864CEDE,3,GU-372C108CE7FF,8,F
B-67CE9449ECBE,C-75AB90AC5D51,1,GU-EE8343D177CD,54,F
B-67CE9449ECBE,C-75AB90AC5D51,2,GU-1A5E75164B14,58,M
B-CCF2B39D8279,C-75AB90AC5D51,1,GU-26D3883BBBD3,55,F
B-CCF2B39D8279,C-75AB90AC5D51,2,GU-B6C63530E5C1,59,M
B-417267BECE70,C-75AB90AC5D51,1,GU-9D504014B531,56,F
B-417267BECE70,C-75AB90AC5D51,2,GU-654738E215A9,59,M
B-92DDD7DF36C2,C-50C0310C51A9,1,GU-08F7A59D9AEC,59,M
B-92DDD7DF36C2,C-50C0310C51A9,2,GU-723B894F66A2,59,F
B-201CF0E92716,C-D0E3E2D1DE59,1,GU-717D2C89E8DC,48,F
B-201CF0E92716,C-D0E3E2D1DE59,2,GU-D5FD7AFA7403,78,F
B-201CF0E92716,C-D0E3E2D1DE59,3,GU-B8416774B2D7,59,F
B-201CF0E92716,C-D0E3E2D1DE59,4,GU-0417311F957D,55,M
B-BF068EE24F5F,C-BA627203B720,1,GU-B397CFC2B644,,
B-BF068EE24F5F,C-BA627203B720,2,GU-8C1D12E94738,,
B-BF068EE24F5F,C-BA627203B720,3,GU-D1FF45A05700,,
B-BF068EE24F5F,C-BA627203B720,4,GU-FF75BB19A45A,,
B-A7B2FE3B26A4,C-07C9786F3227,1,GU-CDE9242FFEC6,47,M
B-A7B2FE3B26A4,C-07C9786F3227,2,GU-AD842750C2A9,46,F
B-A7B2FE3B26A4,C-07C9786F3227,3,GU-5EA7D3CFD3D4,13,F
B-A7B2FE3B26A4,C-07C9786F3227,4,GU-A2CB7A07267A,13,F
B-DE90090AE1A2,C-722691A91494,1,GU-FAD93E2CB241,46,M
B-DE90090AE1A2,C-722691A91494,2,GU-DED3D523DB77,47,F
B-DE90090AE1A2,C-722691A91494,3,GU-8423441B1419,9,F
B-69F964585FFE,C-518D28E36C13,1,GU-B1BB6042771E,47,M
B-69F964585FFE,C-518D28E36C13,2,GU-663B2FA1AE69,49,M
B-69F964585FFE,C-518D28E36C13,3,GU-F7B6ACFCA333,9,F
B-CD88B3FAE73B,C-3DAAF1A442DC,1,GU-8C26ACFE4EDF,52,M
B-CD88B3FAE73B,C-3DAAF1A442DC,2,GU-EFB3E45FFACB,34,M
B-CD88B3FAE73B,C-3DAAF1A442DC,3,GU-5BDEBA675477,18,M
B-CD88B3FAE73B,C-3DAAF1A442DC,4,GU-11634E76F462,18,M
B-3AB5239ECF5B,C-AA22CA55E7EC,1,GU-0E1E063D8345,56,M
B-3AB5239ECF5B,C-AA22CA55E7EC,2,GU-C4D4A93F09D7,52,F
B-3AB5239ECF5B,C-AA22CA55E7EC,3,GU-84D210D49043,11,F
B-3AB5239ECF5B,C-AA22CA55E7EC,4,GU-25C0C01FCED3,81,F
B-3AB5239ECF5B,C-AA22CA55E7EC,5,GU-990FBB5C4DF4,51,F
B-8A72C3428AB8,C-2A9626332A6A,1,GU-5215AE3255DC,36,M
B-8A72C3428AB8,C-2A9626332A6A,2,GU-80CC407B4374,34,F
B-8A72C3428AB8,C-2A9626332A6A,3,GU-F75031AB4D57,2,F
B-7B7CC4FD92E2,C-0E2DE39A8719,1,GU-3CBFD047ADBB,42,M
B-7B7CC4FD92E2,C-0E2DE39A8719,2,GU-2519286E9E7C,39,F
B-7B7CC4FD92E2,C-0E2DE39A8719,3,GU-2607B9D6F3EC,4,M
B-7B7CC4FD92E2,C-0E2DE39A8719,4,GU-BFEEC6AABAB0,2,F
B-3FD3461E601E,C-E4A733FC5383,1,GU-D39B6253AA2E,51,M
B-3FD3461E601E,C-E4A733FC5383,2,GU-61B57212778B,50,F
B-3FD3461E601E,C-E4A733FC5383,3,GU-049A3267B995,12,F
B-76560975950E,C-25EF660D945C,1,GU-4EC074684370,0,
B-76560975950E,C-25EF660D945C,2,GU-A3323451D69E,0,
B-76560975950E,C-25EF660D945C,3,GU-B2B8F4C5EACF,56,
B-76560975950E,C-25EF660D945C,4,GU-CE73B79EFD74,52,
B-F6F3028D0F76,C-681452A878D7,1,GU-7BCBCCEC31A9,46,F
B-F6F3028D0F76,C-681452A878D7,2,GU-42D7E03D7184,53,M
B-F6F3028D0F76,C-681452A878D7,3,GU-BEF0247C3592,13,F
B-F6F3028D0F76,C-681452A878D7,4,GU-FF4441CA40FE,6,F
B-63E768123CD8,C-93987F94E908,1,GU-7F147041D9C7,39,F
B-63E768123CD8,C-93987F94E908,2,GU-A5045F2B9B3E,47,M
B-63E768123CD8,C-93987F94E908,3,GU-0310831CE871,3,M
B-63E768123CD8,C-93987F94E908,4,GU-3A4F80136F85,11,F
B-17E61DE0B2F8,C-BE59247F4BC7,1,GU-F434636410AA,48,M
B-17E61DE0B2F8,C-BE59247F4BC7,2,GU-D0A774E9D37A,47,F
B-17E61DE0B2F8,C-BE59247F4BC7,3,GU-E2E7ECCA6955,9,M
B-2965E8546512,C-2EC89ACD70E9,1,GU-99C66AAC7552,63,F
B-2965E8546512,C-2EC89ACD70E9,2,GU-03655BA4B8C2,69,M
B-092CB4C55B72,C-2EC89ACD70E9,1,GU-602565451E2C,71,M
B-092CB4C55B72,C-2EC89ACD70E9,2,GU-C5ECE3E3977D,61,F
B-2A5BF6FC4D68,C-E284CEEDFE26,1,GU-7B8AC235F3B9,,
B-2A5BF6FC4D68,C-E284CEEDFE26,2,GU-F89D184DBA95,,
B-4064DCC52C5B,C-E284CEEDFE26,1,GU-6BF394DB4437,,
B-4064DCC52C5B,C-E284CEEDFE26,2,GU-011A13DCDCD3,,
B-4064DCC52C5B,C-E284CEEDFE26,3,GU-E61E957A0657,,
B-CBB3C3500B36,C-E284CEEDFE26,1,GU-2E3F0C2BC166,64,M
B-CBB3C3500B36,C-E284CEEDFE26,2,GU-BF8B9572C38D,62,F
B-CBB3C3500B36,C-E284CEEDFE26,3,GU-15BBCAB2566D,9,F
B-CBB3C3500B36,C-E284CEEDFE26,4,GU-28F168CCA64B,37,F
B-5CD7A41EC99A,C-378FA12FB1C8,1,GU-F652EA1C1293,41,F
B-5CD7A41EC99A,C-378FA12FB1C8,2,GU-0534B81919B1,41,M
B-5CD7A41EC99A,C-378FA12FB1C8,3,GU-FA89F6DF72B0,11,M
B-5CD7A41EC99A,C-378FA12FB1C8,4,GU-0202DFD135E6,6,M
B-B2EF730DFC3D,C-5499107D8DB2,1,GU-C8CAEE18E6AB,51,M
B-B2EF730DFC3D,C-5499107D8DB2,2,GU-EEE96366D190,51,F
B-B2EF730DFC3D,C-5499107D8DB2,3,GU-650A493F37AF,18,F
B-B2EF730DFC3D,C-5499107D8DB2,4,GU-15CB0D299FDA,13,M
B-29502D99D806,C-380B156E9CE9,1,GU-A46C485C73DC,61,F
B-29502D99D806,C-380B156E9CE9,2,GU-4F02D2769788,62,M
B-29502D99D806,C-380B156E9CE9,3,GU-ADDDFFAD06EE,20,F
B-F8CF0FF7DA7E,C-247969C7AE2E,1,GU-1AA4747BF3EF,39,F
B-F8CF0FF7DA7E,C-247969C7AE2E,2,GU-D29890D07925,43,M
B-F8CF0FF7DA7E,C-247969C7AE2E,3,GU-55A95F8D3B96,2,F
B-F8CF0FF7DA7E,C-247969C7AE2E,4,GU-B31F81944C93,0,M
B-649ED9185FAC,C-0992ACFB7043,1,GU-73FA6008C684,47,F
B-649ED9185FAC,C-0992ACFB7043,2,GU-31D27DC1278A,50,M
B-5629DDB900ED,C-08B60AD2A67A,1,GU-F0F5205B55A1,56,M
B-5629DDB900ED,C-08B60AD2A67A,2,GU-4C7237C4CD22,56,F
B-BD58183E6E87,C-3C529274FD3A,1,GU-DD92D80D1F2C,31,F
B-BD58183E6E87,C-3C529274FD3A,2,GU-887086CF0EB1,37,M
B-BD58183E6E87,C-3C529274FD3A,3,GU-042F066ED1AE,1,F
B-2A1D295A9626,C-DE122153B13D,1,GU-A0C2D8DEECA8,44,F
B-2A1D295A9626,C-DE122153B13D,2,GU-3B01118B4EA5,48,M
B-2A1D295A9626,C-DE122153B13D,3,GU-CC1ECA6CF3FB,14,F
B-2A1D295A9626,C-DE122153B13D,4,GU-BBFB73D68AA6,10,F
B-2A1D295A9626,C-DE122153B13D,5,GU-A932763B9734,6,F
B-7512E93888ED,C-8B6B2CB5F3AE,1,GU-58CA6DB04851,51,M
B-7512E93888ED,C-8B6B2CB5F3AE,2,GU-394B11A6FCDB,52,F
B-7512E93888ED,C-8B6B2CB5F3AE,3,GU-11A2D302C329,14,F
B-7512E93888ED,C-8B6B2CB5F3AE,4,GU-F902A14706F5,12,M
B-8D4D779D729E,C-7E132A3FC6A8,1,GU-D491A96FA4D5,47,M
B-8D4D779D729E,C-7E132A3FC6A8,2,GU-BCAE788517C7,41,F
B-8D4D779D729E,C-7E132A3FC6A8,3,GU-A62296C30AF4,14,M
B-8D4D779D729E,C-7E132A3FC6A8,4,GU-793354FE415C,0,F
B-C74611DADC52,C-7E0C7B0F3967,1,GU-FEED584446CD,51,M
B-C74611DADC52,C-7E0C7B0F3967,2,GU-37A2F961A8B8,50,F
B-C74611DADC52,C-7E0C7B0F3967,3,GU-2C07088B51A6,21,F
B-C74611DADC52,C-7E0C7B0F3967,4,GU-95D879C615C8,11,M
B-100FD28721A8,C-8B3ACF7ACEAE,1,GU-0FE083C18201,52,M
B-100FD28721A8,C-8B3ACF7ACEAE,2,GU-685AC86A2D13,49,F
B-100FD28721A8,C-8B3ACF7ACEAE,3,GU-13F42BE103C0,18,F
B-100FD28721A8,C-8B3ACF7ACEAE,4,GU-268460D2CE5E,13,F
B-BFC1341728B8,C-4905AE86E991,1,GU-0F61B49474B8,60,M
B-BFC1341728B8,C-4905AE86E991,2,GU-AAA28907041C,55,F
B-BFC1341728B8,C-4905AE86E991,3,GU-AF37D3A59275,35,F
B-BFC1341728B8,C-4905AE86E991,4,GU-012A34C87E1B,39,M
B-BFC1341728B8,C-4905AE86E991,5,GU-EB2AB60B07EA,32,M
B-BFC1341728B8,C-4905AE86E991,6,GU-F91AB5E2128F,33,F
B-BFC1341728B8,C-4905AE86E991,7,GU-E63AFA795D4C,4,M
B-BFC1341728B8,C-4905AE86E991,8,GU-B13278B46FC0,0,M
B-A2A1A554001E,C-A5949F759FF0,1,GU-9D5B0DB12EDC,46,M
B-A2A1A554001E,C-A5949F759FF0,2,GU-3ABD982918D6,42,F
B-A2A1A554001E,C-A5949F759FF0,3,GU-DDBB273FB408,11,M
B-A2A1A554001E,C-A5949F759FF0,4,GU-31F8916858A2,8,M
B-A2A1A554001E,C-A5949F759FF0,5,GU-0AB5D9DD60CA,10,M
B-DE385D3E9777,C-700898DB072C,1,GU-7971439CAC2A,53,M
B-DE385D3E9777,C-700898DB072C,2,GU-D48477748923,49,F
B-DE385D3E9777,C-700898DB072C,3,GU-C379A739C8FF,14,F
B-DE385D3E9777,C-700898DB072C,4,GU-BF70FEFAC158,56,F
B-DE385D3E9777,C-700898DB072C,5,GU-034980B0F1D2,20,F
B-DE385D3E9777,C-700898DB072C,6,GU-FFAFFD364C0B,57,M
B-AEDCC258BCF9,C-CB5BFF39469D,1,GU-BF2AD26F2940,43,M
B-AEDCC258BCF9,C-CB5BFF39469D,2,GU-AFB9A52F781D,44,F
B-AEDCC258BCF9,C-CB5BFF39469D,3,GU-0D0C84C3C987,9,F
B-AEDCC258BCF9,C-CB5BFF39469D,4,GU-B0F2771E85AC,4,F
B-21104A2F594E,C-AF8F66D1A8FC,1,GU-D262F90E9F41,42,M
B-21104A2F594E,C-AF8F66D1A8FC,2,GU-5D9FB33CCEBE,41,F
B-21104A2F594E,C-AF8F66D1A8FC,3,GU-E18F69577FCD,7,M
B-21104A2F594E,C-AF8F66D1A8FC,4,GU-4FD27A41C3AC,2,M
B-4DC1BC1E08C0,C-CC00F5EDE852,1,GU-849E661F969A,56,F
B-4DC1BC1E08C0,C-CC00F5EDE852,2,GU-82098FC9F3AA,22,F
B-4DC1BC1E08C0,C-CC00F5EDE852,3,GU-312CD839FA4C,23,M
B-2CD0684528B0,C-15A88FE017AF,1,GU-9F5A098873CC,56,M
B-2CD0684528B0,C-15A88FE017AF,2,GU-8A4EBB7AFD11,46,F
B-2CD0684528B0,C-15A88FE017AF,3,GU-36F266EC4492,15,F
B-2CD0684528B0,C-15A88FE017AF,4,GU-B1027C70C97D,10,M
B-2CD0684528B0,C-15A88FE017AF,5,GU-895F74E83F26,13,F
B-42B5EE8F1F70,C-5EF7C8F98E75,1,GU-1B3282EEDD52,,
B-42B5EE8F1F70,C-5EF7C8F98E75,2,GU-F8D17EE6FB4D,,
B-42B5EE8F1F70,C-5EF7C8F98E75,3,GU-0143B141E83C,,
B-15E7271DE717,C-7B02BDD1530E,1,GU-79C44B992D37,44,M
B-15E7271DE717,C-7B02BDD1530E,2,GU-E0B00D911CF6,42,F
B-15E7271DE717,C-7B02BDD1530E,3,GU-E0DCC9FFC9D0,16,M
B-15E7271DE717,C-7B02BDD1530E,4,GU-50B8968ED325,10,F
B-FC119A39A522,C-7B02BDD1530E,1,GU-CF9FAFCCBC1A,41,M
B-FC119A39A522,C-7B02BDD1530E,2,GU-E3A4E06A9A83,39,F
B-FC119A39A522,C-7B02BDD1530E,3,GU-FFFB461A65AA,13,M
B-224BB3A09343,C-2CD80EA9AC89,1,GU-3EF4B4C9A4C4,,
B-224BB3A09343,C-2CD80EA9AC89,2,GU-3B0AEA1A1F27,,
B-C9E07A4F17ED,C-7B02BDD1530E,1,GU-D860DEBE0BF8,61,M
B-C9E07A4F17ED,C-7B02BDD1530E,2,GU-10C718C98829,54,F
B-C11ABDDEDB73,C-36B2F6BD1A51,1,GU-0461CFC34DBE,39,M
B-C11ABDDEDB73,C-36B2F6BD1A51,2,GU-69983DBA7036,34,F
B-C11ABDDEDB73,C-36B2F6BD1A51,3,GU-7FB1B0AA7D34,6,M
B-C11ABDDEDB73,C-36B2F6BD1A51,4,GU-630DCED38277,0,M
B-076032B2E19F,C-D225E8D6CC06,1,GU-0DE1325A3992,,
B-076032B2E19F,C-D225E8D6CC06,2,GU-D14CEF2E8FD5,,
B-076032B2E19F,C-D225E8D6CC06,3,GU-48B4CC323BCE,,
B-076032B2E19F,C-D225E8D6CC06,4,GU-44E6DBA2283E,,
B-9D7F65A68FDA,C-5EF7C8F98E75,1,GU-7FC8E636CD4C,,
B-9D7F65A68FDA,C-5EF7C8F98E75,2,GU-4B3DE6085CDF,,
B-4FF658444F98,C-F0900F372BCF,1,GU-C9851DED300C,49,M
B-4FF658444F98,C-F0900F372BCF,2,GU-A3E6DF0336D8,50,F
B-4FF658444F98,C-F0900F372BCF,3,GU-CC4D9EB3AFA8,14,M
B-4FF658444F98,C-F0900F372BCF,4,GU-84B11DC1D42E,12,M
B-69D310AFC741,,1,GU-F6B8251632CC,,
B-69D310AFC741,,2,GU-57A6F320A14A,,
B-4A1CD1FE2B26,C-F86FF8A294DA,1,GU-A32E72FEB2C4,,
B-4A1CD1FE2B26,C-F86FF8A294DA,2,GU-9DC5B6E03289,,
B-F8C167A8DE2F,,1,GU-1B405FC9CD11,,
B-F8C167A8DE2F,,2,GU-D7D5E70112D1,,
B-C6D5107BF325,,1,GU-DC238F80D08C,,
B-C6D5107BF325,,2,GU-6E1CF0736336,,
B-0750942E1C5A,,1,GU-13F9FB09BE08,,
B-0750942E1C5A,,2,GU-9B445EB4E8D1,,
B-E716C5D5E7E5,,1,GU-20F46181F5E7,,
B-E716C5D5E7E5,,2,GU-7A635380DB33,,
B-FA8489BD9B94,,1,GU-1D3FF3F4D187,,
B-FA8489BD9B94,,2,GU-9D88C2D05589,,
B-A034F3931BB8,,1,GU-985DC42CD33B,,
B-A034F3931BB8,,2,GU-36133B90CED4,,
